name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors,domestic_revenue,international_revenue,worldwide_revenue,budget
Green Lantern: Beware My Power,56,46,52,"['Adventure', 'Animation']",,1h 28m,2022,"['Aldis Hodge', 'Jimmi Simpson', 'Ike Amadi', 'Brian Bloom', 'Jamie Gray Hyder']",['Jeff Wamester'],100345,1843942,1944287,0
Showing Up,88,46,74,"['Comedy', 'Drama']",R,1h 48m,2022,"['Michelle Williams', 'Hong Chau', 'Maryann Plunkett', 'John Magaro', 'André Benjamin']",['Kelly Reichardt'],13110903,0,13110903,0
Bones and All,82,62,75,"['Mystery & Thriller', 'Romance', 'Drama']",R,2h 10m,2022,"['Taylor Russell', 'Timothée Chalamet', 'Michael Stuhlbarg', 'André Holland', 'Chloë Sevigny']",['763949215'],829,0,829,0
Kantara: A Legend,80,89,83,['Drama'],,2h 27m,2022,"['Rishab Shetty', 'Achyuth Kumar', 'Pramod Shetty', 'Sapthami Gowda', 'Deepak Rai Panaje']",['Rishab Shetty'],0,0,0,0
Uncharted,40,90,56,"['Adventure', 'Action']",PG-13,1h 56m,2022,"['Tom Holland', 'Mark Wahlberg', 'Sophia Ali', 'Tati Gabrielle', 'Antonio Banderas']",['Ruben Fleischer'],67544505,20670651,88215156,35000000
Firestarter,11,47,23,"['Horror', 'Mystery & Thriller', 'Drama', 'Sci-Fi']",R,1h 34m,2022,"['Zac Efron', 'Ryan Kiera Armstrong', 'Sydney Lemmon', 'Kurtwood Smith', 'John Beasley']",['Keith Thomas'],183417150,267300000,450717150,85000000
Halloween Ends,40,57,45,"['Holiday', 'Horror', 'Mystery & Thriller']",R,1h 51m,2022,"['Jamie Lee Curtis', 'Andi Matichak', 'James Jude Courtney', 'Will Patton', 'Rohan Campbell']",['David Gordon Green'],67544505,20670651,88215156,35000000
Black Ice,96,90,94,"['Documentary', 'Sports']",R,1h 37m,2022,"['P.K. Subban', 'Akim Aliu', 'Wayne Simmons', 'Matt Dumba', 'Anthony Duclair']",['Hubert Davis'],616333,0,616333,0
Surprised by Oxford,70,81,73,"['Drama', 'Romance']",,1h 42m,2022,"['Simon Callow', ""Ruairi O'Connor"", 'Mark Williams', 'Phyllis Logan', 'Rose Reid']",['Ryan Smith 3'],2540965,166872,2707837,0
Hansan: Rising Dragon,70,88,76,"['Action', 'Drama', 'History', 'War']",,2h 10m,2022,"['Park Hae-il', 'Kim Hyang-gi', 'Kim Seong-gyu', 'Ahn Sung-ki', 'Byun Yo-han']",['Kim Han Min'],2540965,166872,2707837,0
The Stranger,92,75,86,"['Crime', 'Drama', 'Mystery & Thriller']",,1h 57m,2022,"['Joel Edgerton', 'Sean Harris', 'Jada Alberts', 'Steve Mouzakis', 'Ewan Leslie']",['Thomas M Wright'],50410,0,50410,0
The Outfit,85,92,87,"['Mystery & Thriller', 'Crime', 'Drama']",R,1h 45m,2022,"['Mark Rylance', ""Dylan O'Brien"", 'Zoey Deutch', 'Johnny Flynn', 'Nikki Amuka-Bird']",['Graham Moore'],9369329,0,9369329,0
Nightsiren,93,86,90,"['Drama', 'Horror', 'Mystery & Thriller']",,1h 49m,2022,"['Natalia Germani', 'Eva Mores', 'Juliána Brutovská', 'Iva Bittová', 'Jana Olhová']",['Tereza Nvotova'],31483450,45217209,76700659,15000000
Pinball: The Man Who Saved the Game,95,91,93,"['Comedy', 'Drama']",,1h 31m,2022,"['Mike Faist', 'Crystal Reed', 'Dennis Boutsikaris', 'Christopher Convery', 'Damian Young']","['Austin Bragg', 'Meredith Bragg']",7362439,1940583,9303022,0
My Best Friend's Exorcism,51,36,46,"['Horror', 'Comedy']",R,1h 36m,2022,"['Elsie Fisher', 'Amiah Miller', 'Cathey Ang', 'Rachel Ogechi', 'Christopher Lowell']",['Damon Thomas'],42194060,63453042,105647102,70000000
Will-o'-the-Wisp,97,30,74,"['Romance', 'Musical', 'Comedy', 'Fantasy', 'LGBTQ+']",,1h 7m,2022,"['Mauro Costa', 'André Cabral', 'Joel Branco', 'Oceano Cruz', 'Margarida Vila-Nova']",['Joao Pedro Rodrigues'],519305,0,519305,0
The Ledge,35,22,30,"['Mystery & Thriller', 'Adventure']",R,1h 26m,2022,"['Brittany Ashworth', 'Ben Lamb', 'Louis Boyer', 'Nathan Welsh', 'Anaïs Parello']",['Howardford'],177511,796028,973539,0
Nuclear Now,75,81,77,['Documentary'],,1h 46m,2022,"['Oliver Stone', 'Oliver Stone', 'Joshua S. Goldstein', 'Fernando Sulichin', 'Max Arvelaiz']",['Oliver Stone'],0,0,0,0
Good Night Oppy,87,100,91,['Documentary'],PG,1h 45m,2022,"['Ryan White', 'Ryan White', 'Jessica Hargrave', 'Darryl Frank', 'Justin Falvey']",['Ryan White 4'],24207,0,24207,0
100 Years of Men in Love: The Accidental Collection,100,40,79,"['Documentary', 'History', 'LGBTQ+']",,57m,2022,"['Hugh Nini', 'Neal Treadwell', 'David Millbern', 'David Millbern', 'David Millbern']",['David Milbern'],132555,0,132555,0
Speak No Evil,84,55,74,"['Horror', 'Mystery & Thriller', 'Drama']",,1h 38m,2022,"['Morten Burian', 'Sidsel Siem Koch', 'Fedja van Huêt', 'Karina Smulders', 'Marius Damslev']",['Christian Tafdrup'],42027,0,42027,0
Good Mourning,0,57,19,['Comedy'],,Comedy,2022,"['Machine Gun Kelly', 'Mod Sun', 'Becky G', 'Dove Cameron', 'Whitney Cummings']","['Colson Baker', 'Mod Sun']",0,0,0,0
Blacklight,11,82,34,"['Action', 'Mystery & Thriller']",PG-13,1h 45m,2022,"['Liam Neeson', 'Aidan Quinn', 'Emmy Raver-Lampman', 'Taylor John Smith', 'Yael Stone']",['Mark Williams 2'],183417150,267300000,450717150,85000000
The Curse of Bridge Hollow,46,54,48,"['Kids & Family', 'Holiday', 'Comedy']",,1h 29m,2022,"['Marlon Wayans', 'Priah Ferguson', 'Kelly Rowland', 'Lauren Lapkus', 'Dave Sheridan']",['Jeff Wadlow'],285585,600433,886018,0
The System,40,41,40,['Action'],R,1h 37m,2022,"['Tyrese Gibson', 'Terrence Howard', 'Jeremy Piven', 'Lil Yachty', 'David Joseph Martinez']",['Dallas Jackson'],67544505,20670651,88215156,35000000
Home Team,21,63,35,['Comedy'],PG,1h 35m,2022,"['Kevin James', 'Taylor Lautner', 'Rob Schneider', 'Tait Blum', 'Jackie Sandler']","['Charles Francis Kinnane', 'Daniel Kinnane 2']",81159365,78649005,159808370,35000000
Triangle of Sadness,72,80,74,['Comedy'],R,2h 29m,2022,"['Harris Dickinson', 'Charlbi Dean Kriek', 'Woody Harrelson', 'Dolly De Leon', 'Zlatko Buric']",['Ruben Ostlund'],21148651,46300000,67448651,30000000
The Elephant 6 Recording Co.,100,83,94,"['Documentary', 'Music']",,1h 33m,2022,"['Olivia Tremor Control', 'Neutral Milk Hotel', 'The Apples In Stereo', 'Elf Power', 'Of Montreal']",['Chad Stockfleth'],132555,0,132555,0
The Sky is Everywhere,66,58,63,['Drama'],PG-13,1h 43m,2022,"['Grace Kaufman', 'Pico Alexander', 'Jason Segel', 'Cherry Jones', 'Jacques Colimon']",['Josephine Decker'],224614,1705519,1930133,0
The Minute You Wake Up Dead,0,18,6,['Mystery & Thriller'],R,1h 30m,2022,"['Cole Hauser', 'Jaimie Alexander', 'Morgan Freeman', 'Darren Mann', 'Andrew Stevens']",['Michael Mailer'],0,0,0,0
Last Seen Alive,13,47,24,"['Action', 'Mystery & Thriller']",R,1h 35m,2022,"['Gerard Butler', 'Jaimie Alexander', 'Russell Hornsby', 'Dani Deette', 'Aleks Alifirenko Jr.']",['Brian Goodman'],52853219,16558151,69411370,50000000
End of the Road,31,16,25,"['Mystery & Thriller', 'Crime', 'Action']",R,1h 29m,2022,"['Queen Latifah', 'Beau Bridges', 'Ludacris', 'Jesse Luken', 'Frances Lee McCain']",['Millicent Shelton'],100345,1843942,1944287,0
Joyland,98,66,87,['Drama'],,2h 6m,2022,"['Ali Junejo', 'Rasti Farooq', 'Alina Khan', 'Sarwat Gilani', 'Salmaan Peerzada']",['Saim Sadiq'],100345,1843942,1944287,0
Pearl,93,82,89,"['Horror', 'Mystery & Thriller', 'Comedy']",R,1h 42m,2022,"['Mia Goth', 'David Corenswet', 'Tandi Wright', 'Matthew Sunderland', 'Emma Jenkins-Purro']",['Ti West'],31483450,45217209,76700659,15000000
All That Breathes,99,83,93,['Documentary'],,1h 31m,2022,"['Shaunak Sen', 'Shaunak Sen', 'Aman Mann', 'Teddy Leifer', 'Sean B. Carroll']",['Shaunak Sen'],10748,0,10748,0
Women Talking,90,80,86,['Drama'],PG-13,1h 44m,2022,"['Jessie Buckley', 'Rooney Mara', 'Claire Foy', 'Judith Ivey', 'Ben Whishaw']",['Sarah Polley'],7362439,1940583,9303022,0
Tall Girl 2,63,26,50,['Comedy'],PG,1h 37m,2022,"['Ava Michelle', 'Griffin Gluck', 'Steve Zahn', 'Angela Kinsey', 'Sabrina Carpenter']",['Emily Ting'],2689252,0,2689252,0
The Ice Age Adventures of Buck Wild,19,34,24,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 21m,2022,"['Utkarsh Ambudkar', 'Simon Pegg', 'Justina Machado', 'Vincent Tong', 'Aaron Harris']",['John C Donkin'],126943684,234888716,361832400,135000000
Mr. Harrigan's Phone,45,51,47,['Horror'],PG-13,1h 44m,2022,"['Donald Sutherland', 'Jaeden Martell', 'Joe Tippett', 'Kirby Howell-Baptiste', 'Cyrus Arnold']",['John Lee Hancock'],171339,0,171339,0
Aftershock,100,53,84,['Documentary'],,1h 26m,2022,"['Paula Eiselt', 'Tonya Lewis Lee', 'Paula Eiselt', 'Tonya Lewis Lee', 'Tegan Acton']","['Paula Eiselt', 'Tonya Lewis Lee']",132555,0,132555,0
He's Watching,90,51,77,['Horror'],,1h 35m,2022,"['Iris Serena Estes', 'Lucas Steel Estes', 'Lonny Ross', 'Susannah Rogers', 'Shawn Michael Howard']",['Jacob Estes'],7362439,1940583,9303022,0
Warriors of Future,88,46,74,['Sci-Fi'],TV14,1h 52m,2022,"['Louis Koo', 'Ching Wan Lau', 'Carina Lau', 'Philip Keung', 'Xiaoxia Cheng']",['Yuen Fai Ng'],13110903,0,13110903,0
Devotion,81,92,84,"['War', 'History', 'Drama', 'Action']",PG-13,2h 19m,2022,"['Glen Powell', 'Jonathan Majors', 'Joe Jonas', 'Christina Jackson', 'Nick Hargrove']",['Justin Dillard'],676631,0,676631,0
Honk for Jesus. Save Your Soul.,72,26,56,"['Comedy', 'Drama']",R,1h 42m,2022,"['Regina Hall', 'Sterling K. Brown', 'Austin Crute', 'Conphidance', 'Devere Rogers']",['Adamma Ebo'],21148651,46300000,67448651,30000000
The First Slam Dunk,100,98,99,"['Comedy', 'Drama', 'Anime', 'Sports']",PG-13,2h 4m,2022,"['Syugo Nakamura', 'Jun Kasama', 'Shinichiro Kamio', 'Subaru Kimura', 'Kenta Miyaki']",['Takehiko Inoue'],132555,0,132555,0
The Wind & the Reckoning,50,98,66,['Drama'],,1h 34m,2022,"['Jason Scott Lee', 'Lindsay Watson', 'Henry Ian Cusick', 'Johnathon Schaech', 'Kahiau Perreira']",['David L Cunningham'],35014192,6083661,41097853,8000000
Section 8,31,30,30,['Action'],,1h 38m,2022,"['Ryan Kwanten', 'Dolph Lundgren', 'Dermot Mulroney', 'Scott Adkins', 'Mickey Rourke']",['Christian Sesma'],100345,1843942,1944287,0
Escape from Kabul,100,91,96,['Documentary'],,Documentary,2022,"['Jamie Roberts', 'Jamie Roberts', 'Dan Reed', 'Nancy Abraham', 'Lisa Heller']",['Jamie Roberts 3'],132555,0,132555,0
Cairo Conspiracy,85,81,83,"['Drama', 'Mystery & Thriller']",,2h 6m,2022,"['Tawfeek Barhom', 'Fares Fares', 'Mohammad Bakri', 'Makram Khoury', 'Mehdi Dehbi']",['Tarik Saleh'],9369329,0,9369329,0
About Fate,63,67,64,"['Holiday', 'Romance', 'Comedy']",R,1h 40m,2022,"['Emma Roberts', 'Thomas Mann', 'Britt Robertson', 'Madelaine Petsch', 'Wendie Malick']",['Marius Vaysberg'],2689252,0,2689252,0
God's Country,88,50,75,"['Mystery & Thriller', 'Drama']",R,1h 43m,2022,"['Thandiwe Newton', 'Dan Gravage', 'Tanaya Beatty', 'Jeremy Bobb', 'Joris Jarsky']",['Julian Higgins'],13110903,0,13110903,0
Interceptor,44,33,40,"['Action', 'Adventure', 'Drama']",R,1h 36m,2022,"['Elsa Pataky', 'Luke Bracey', 'Aaron Glenane', 'Mayen Mehta', 'Paul Caesar']",['Matt Reilly'],39768000,0,39768000,0
Falling for Christmas,62,53,58,"['Holiday', 'Romance', 'Comedy']",,1h 33m,2022,"['Lindsay Lohan', 'Chord Overstreet', 'Jack Wagner', 'George Young', 'Chase Ramsey']",['1181012 Janeen Damian'],115000000,889,115000889,0
The Guardians of the Galaxy Holiday Special,94,80,89,"['Action', 'Adventure', 'Comedy', 'Holiday']",,44m,2022,"['Chris Pratt', 'Dave Bautista', 'Karen Gillan', 'Zoe Saldana', 'Bradley Cooper']",['James Gunn'],673151,101629,774780,0
Looop Lapeta,78,31,62,"['Romance', 'Comedy']",,2h 11m,2022,"['Tahir Raj Bhasin', 'Taapsee Pannu', 'Shreya Dhanwanthary', 'Dibyendu Bhattacharya', 'Rajendra Chawla']",['Aakash Bhatia'],37664,9174,46838,0
Capsules,80,77,79,"['Horror', 'Sci-Fi']",,1h 10m,2022,"['Caroline Potter Shriver', 'Marcus Fahey', 'Davis Browne', 'Kate Pittard', 'Ben Strate']",['Luke Momo'],24008137,48170758,72178895,110000000
Agent Game,21,72,38,"['Action', 'Mystery & Thriller']",R,1h 30m,2022,"['Mel Gibson', 'Adan Canto', 'Jason Isaacs', 'Katie Cassidy', 'Dermot Mulroney']",['Grant S Johnson'],81159365,78649005,159808370,35000000
The Artifice Girl,91,72,84,"['Sci-Fi', 'Mystery & Thriller']",,1h 33m,2022,"['Tatum Matthews', 'David Girard', 'Sinda Nichols', 'Franklin Ritch', 'Lance Henriksen']",['Franklin Ritch'],6735922,0,6735922,0
Free Puppies!,100,100,99,['Documentary'],,1h 10m,2022,"['Samantha Wishman', 'Christina Thomas', 'Samantha Wishman', 'Carter McCormick', 'Eliot Popko']","['Samantha Wishman', 'Christina Thomas']",132555,0,132555,0
Retrograde,93,92,92,"['Documentary', 'War']",R,1h 36m,2022,"['Sami Sadat', 'Matthew Heineman', 'Matthew Heineman', 'Caitlin McNally', 'Baktash Ahadi']",['Matthew Heineman'],31483450,45217209,76700659,15000000
The Pez Outlaw,100,86,95,['Documentary'],,1h 25m,2022,"['Steve Glew', 'Amy Bandlien Storkel', 'Bryan Storkel', 'Amy Bandlien Storkel', 'Bryan Storkel']","['Amy Bandlien Storkel', 'Bryan Storkel']",132555,0,132555,0
"Desperate Souls, Dark City and the Legend of Midnight Cowboy",90,72,84,['Documentary'],,1h 41m,2022,"['Bob Balaban', 'Michael Childers', 'Brian De Palma', 'J. Hoberman', 'Adam Holender']",['Nancy Buirski'],7362439,1940583,9303022,0
Return to Dust,96,80,90,"['Drama', 'Romance']",,2h 14m,2022,"['Wu Renlin', 'Hai Qing', 'Yang Guangrui', 'Zhao Dengping', 'Cailan Wang']",['Ruijun Li'],616333,0,616333,0
Sonic the Hedgehog 2,69,96,78,"['Kids & Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']",PG,2h 2m,2022,"['James Marsden', 'Jim Carrey', 'Ben Schwartz', 'Tika Sumpter', 'Natasha Rothwell']",['Jeff Fowler'],100489151,0,100489151,0
Code Name: Emperor,60,87,69,"['Mystery & Thriller', 'Action']",,1h 46m,2022,"['Luis Tosar', 'Alexandra Masangkay', 'Georgina Amorós', 'Denís Gómez', 'Laura Dominguez']",['Jorge Coira'],101648571,135553728,237202299,90000000
The Other Me,45,77,55,['Mystery & Thriller'],,1h 39m,2022,"['Jim Sturgess', 'Andreja Pejić', 'Antonia Campbell-Hughes', 'Rhona Mitra', 'Orla Brady']",['Giga Agladze'],171339,0,171339,0
Prey for the Devil,17,69,34,"['Horror', 'Mystery & Thriller']",PG-13,1h 33m,2022,"['Jacqueline Byers', 'Colin Salmon', 'Christian Navarro', 'Lisa Palfrey', 'Nicholas Ralph']",['Daniel Stamm'],64167069,72149811,136316880,0
Private Property,13,21,15,"['Mystery & Thriller', 'Drama']",R,1h 27m,2022,"['Ashley Benson', 'Shiloh Fernandez', 'Logan Miller', 'Frank Whaley', 'Jay Pharoah']",['Chadd Harbold'],52853219,16558151,69411370,50000000
House of Darkness,58,22,46,"['Horror', 'Mystery & Thriller', 'Comedy']",R,1h 29m,2022,"['Justin Long', 'Kate Bosworth', 'Gia Crovatin', 'Lucy Walters', 'Neil LaBute']",['Neil Labute'],117540947,122490327,240031274,70000000
Monica,84,98,88,['Drama'],R,1h 54m,2022,"['Trace Lysette', 'Patricia Clarkson', 'Adriana Barraza', 'Emily Browning', 'Joshua Close']",['Andrea Pallaoro'],42027,0,42027,0
Shattered,19,69,35,['Mystery & Thriller'],R,1h 32m,2022,"['Cameron Monaghan', 'Frank Grillo', 'Lilly Krug', 'Sasha Luss', 'John Malkovich']",['Luis Prieto'],126943684,234888716,361832400,135000000
Good Boy,93,45,77,"['Mystery & Thriller', 'Horror', 'Comedy']",R,1h 19m,2022,"['Gard Løkke', 'Katrine Lovise Øpstad Fredriksen', 'Amalie Willoch Njaastad', 'Viljar Bøe', 'Nicolai Narvesen Lied']",['Viljar Boe 2'],31483450,45217209,76700659,15000000
Tár,91,74,85,"['Drama', 'Music']",R,2h 38m,2022,"['Cate Blanchett', 'Noémie Merlant', 'Nina Hoss', 'Sophie Kauer', 'Mark Strong']",['Todd Field'],6735922,0,6735922,0
The Devil You Know,36,82,51,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 56m,2022,"['Omar Epps', 'Michael Ealy', 'William Catlett', 'Glynn Turman', 'Curtiss Cook']",['Charles Murray 2'],0,0,0,0
Enola Holmes 2,93,79,88,"['Mystery & Thriller', 'Drama', 'Action', 'Adventure', 'Crime']",PG-13,2h 9m,2022,"['Millie Bobby Brown', 'Henry Cavill', 'Helena Bonham Carter', 'David Thewlis', 'Louis Partridge']",['Harry Bradbeer'],31483450,45217209,76700659,15000000
Saturn Bowling,67,71,68,"['Mystery & Thriller', 'Horror', 'Drama']",,1h 54m,2022,"['Arieh Worthalter', 'Achille Reggiani', 'Leïla Muse', 'Emmanuel Matte', 'Vinciane Millereau']",['Patricia Mazuy'],5743,0,5743,0
Bad City,86,83,85,"['Action', 'Crime', 'Mystery & Thriller']",,1h 58m,2022,"['Hitoshi Ozawa', 'Akane Sakanoue', 'Katsuya', 'Masanori Mimoto', 'Hideo Nakano']",['Kensuke Sonomura 2'],130319208,100366245,230685453,80000000
Grimcutty,25,23,24,"['Horror', 'Mystery & Thriller']",TVMA,1h 41m,2022,"['Sara Wolfkind', 'Callan Farris', 'Usman Ally', 'Shannyn Sossamon', 'Alona Tal']",['John William Ross'],14744435,6756378,21500813,25000000
Capturing the Killer Nurse,71,56,66,"['Crime', 'Documentary']",,1h 34m,2022,"['Amy Loughren', 'Charles Graeber', 'Tim Travers Hawkins', 'Robin Ockleford', 'Henri Singer']",['Tim Travers Hawkins'],1270847,1791331,3062178,0
November,82,78,80,"['Mystery & Thriller', 'Drama']",,1h 40m,2022,"['Jean Dujardin', 'Anaïs Demoustier', 'Sandrine Kiberlain', 'Jérémie Renier', 'Lyna Khoudri']",['Cedric Jimenez'],829,0,829,0
The King's Daughter,21,80,40,"['Fantasy', 'Adventure']",PG,1h 31m,2022,"['Pierce Brosnan', 'Kaya Scodelario', 'Benjamin Walker', 'Rachel Griffiths', 'Julie Andrews']",['Sean Mcnamara'],81159365,78649005,159808370,35000000
Zero Contact,10,10,10,['Mystery & Thriller'],R,1h 37m,2022,"['Anthony Hopkins', 'Chris Brochu', 'Aleks Paunovic', 'Veronica Ferres', 'Lilly Krug']",['Rick Dugdale'],53537919,51398177,104936096,0
The Bob's Burgers Movie,87,89,87,"['Comedy', 'Mystery & Thriller', 'Animation']",PG-13,1h 42m,2022,"['H. Jon Benjamin', 'John Roberts', 'Dan Mintz', 'Eugene Mirman', 'Kristen Schaal']","['Loren Bouchard', 'Bernard Derriman']",24207,0,24207,0
The Friendship Game,10,10,10,"['Horror', 'Mystery & Thriller']",,1h 27m,2022,"['Peyton List', 'Brendan Meyer', 'Kelcey Mawema', 'Kaitlyn Santa Juana', 'Dylan Schombing']",['Scooter Corkle'],53537919,51398177,104936096,0
One Way,53,64,56,"['Action', 'Mystery & Thriller']",R,1h 36m,2022,"['Machine Gun Kelly', 'Storm Reid', 'Drea de Matteo', 'Luis Da Silva Jr.', 'Meagan Holder']",['Andrew Baird'],315497,0,315497,0
There Are No Saints,26,33,28,"['Action', 'Mystery & Thriller', 'Crime']",R,1h 45m,2022,"['José María Yazpik', 'Paz Vega', 'Ron Perlman', 'Tim Roth', 'Shannyn Sossamon']",['Alfonso Pineda Ulloa'],647074,0,647074,0
White Noise,64,32,53,"['Comedy', 'Drama', 'Horror']",R,2h 16m,2022,"['Adam Driver', 'Greta Gerwig', 'Don Cheadle', 'Raffey Cassidy', 'Sam Nivola']",['Noah Baumbach'],470308,0,470308,0
Waiting for Bojangles,62,88,70,"['Romance', 'Drama']",,2h 4m,2022,"['Virginie Efira', 'Romain Duris', 'Grégory Gadebois', 'Solàn Machado-Graner', 'Marc Susini']",['Regis Roinsard'],115000000,889,115000889,0
Corrective Measures,60,34,51,"['Action', 'Sci-Fi', 'Mystery & Thriller']",,1h 46m,2022,"['Bruce Willis', 'Matthew Kevin Anderson', 'Celia Aloma', 'Daniel Cudmore', 'Malcolm Sparrow-Crawford']",['Sean Patrick Oreilly'],101648571,135553728,237202299,90000000
Paradise City,8,23,13,"['Action', 'Mystery & Thriller']",R,1h 34m,2022,"['Bruce Willis', 'John Travolta', 'Blake Jenner', 'Praya Lundberg', 'Stephen Dorff']",['Chuck Russell'],116750901,126124177,242875078,41000000
One Fine Morning,93,66,84,"['Drama', 'Romance']",R,1h 52m,2022,"['Léa Seydoux', 'Pascal Greggory', 'Melvil Poupaud', 'Nicole Garcia', 'Camille Leban Martins']",['Mia Hansen Love'],31483450,45217209,76700659,15000000
Mama's Boy,86,84,85,"['Biography', 'Documentary']",,Biography/Documentary,2022,"['Dustin Lance Black', 'Rosanne Bische', 'Tom Daley', 'Paris Barclay', 'Chad Griffin']",['Laurent Bouzereau'],130319208,100366245,230685453,80000000
The Good Nurse,74,76,74,"['Crime', 'Drama', 'Biography']",R,1h 56m,2022,"['Jessica Chastain', 'Eddie Redmayne', 'Nnamdi Asomugha', 'Kim Dickens', 'Malik Yoba']",['Tobias Lindholm'],95697,0,95697,0
Space Oddity,56,65,58,"['Romance', 'Comedy', 'Sci-Fi', 'Drama']",PG-13,1h 32m,2022,"['Kyle Allen', 'Alexandra Shipp', 'Madeline Brewer', 'Kevin Bacon', 'Simon Helberg']",['Kyra Sedgwick'],100345,1843942,1944287,0
Death on the Nile,61,82,68,"['Mystery & Thriller', 'Crime', 'Drama']",PG-13,2h 7m,2022,"['Kenneth Branagh', 'Gal Gadot', 'Armie Hammer', 'Emma Mackey', 'Annette Bening']",['Kenneth Branagh'],4227648,0,4227648,0
The Prey: Legend of Karnoctus,71,87,76,"['Sci-Fi', 'Mystery & Thriller', 'Action']",,1h 30m,2022,"['Danny Trejo', 'Nick Chinlund', 'Adrian Paul', 'Kevin Grevioux', 'Cleveland Berto']","['Cire Hensman', 'Matthew Hensman']",1270847,1791331,3062178,0
Easter Sunday,41,70,50,"['Holiday', 'Comedy']",PG-13,1h 36m,2022,"['Jo Koy', 'Eugene Cordero', 'Tia Carrere', 'Asif Ali', 'Jimmy O. Yang']",['Jay Chandrasekhar'],31445012,28500000,59945012,35000000
Maneater,17,17,17,['Mystery & Thriller'],R,1h 26m,2022,"['Nicky Whelan', 'Trace Adkins', 'Jeff Fahey', 'Shane West', 'Justin Lee']",['Justin Lee 4'],64167069,72149811,136316880,0
How to Survive a Pandemic,82,38,67,['Documentary'],,1h 49m,2022,"['Dr. Anthony Fauci', 'Dr. Albert Bourla', 'Jon Cohen', 'Dr. Dan Barouch', 'Glenda Gray']",['David France'],829,0,829,0
Orgasm Inc.: The Story of OneTaste,83,40,68,"['Crime', 'Documentary']",,1h 29m,2022,"['Ellen Huet', 'Frank Fu', 'Yves Gore', 'Sarah Gibson', 'Sloane Klevin']","['Sarah Gibson', 'Sloane Klevin']",4055660,3295401,7351061,0
Marmaduke,0,40,13,"['Kids & Family', 'Comedy', 'Animation']",,1h 28m,2022,"['Pete Davidson', 'J.K. Simmons', 'David Koechner', 'Jason Anthony', 'Shelby Young']",['Mark Dippe'],0,0,0,0
Dive,100,91,96,"['Drama', 'Sports']",,1h 35m,2022,"['Karla Souza', 'Hernán Mendoza', 'Amalia Rangel', 'Fernanda Borches', 'Dèja Ebergenyi']",['Lucia Puenzo'],132555,0,132555,0
Marry My Dead Body,56,95,69,"['Comedy', 'Drama']",,2h 10m,2022,"['Greg Han Hsu', 'Po-Hung Lin', 'Gingle Wang', 'Tsai Chen-Nan', 'Man-Chiao Wang']",['Wei Hao Cheng'],100345,1843942,1944287,0
Samaritan,38,71,49,"['Action', 'Fantasy', 'Drama', 'Mystery & Thriller']",PG-13,1h 39m,2022,"['Sylvester Stallone', 'Javon ""Wanna"" Walton', 'Pilou Asbæk', 'Dascha Polanco', 'Sophia Tatum']",['Julius Avery'],676407,0,676407,0
Spoiler Alert,86,97,89,"['Comedy', 'Drama', 'Romance', 'LGBTQ+']",PG-13,1h 52m,2022,"['Jim Parsons', 'Ben Aldridge', 'Sally Field', 'Bill Irwin', 'Jeffery Self']",['Michael Showalter'],130319208,100366245,230685453,80000000
In Her Hands,58,33,49,['Documentary'],PG-13,1h 33m,2022,"['Zarifa Ghafari', 'Marcel Mettelsiefen', 'Tamana Ayazi', 'Juan Camilo Cruz', 'Jonathan Schaerf']","['Marcel Mettelsiefen', 'Tamana Ayazi']",117540947,122490327,240031274,70000000
Downfall: The Case Against Boeing,91,90,90,['Documentary'],PG-13,1h 29m,2022,"['Rory Kennedy', 'Mark Bailey', 'Keven McAlester', 'Mark Bailey', 'Sara Bernstein']",['Rory Kennedy'],6735922,0,6735922,0
Three Thousand Years of Longing,71,73,71,"['Fantasy', 'Drama']",R,1h 48m,2022,"['Idris Elba', 'Tilda Swinton', 'Aamito Lagum', 'Nicolas Mouawad', 'Ece Yüksel']",['George Miller'],1270847,1791331,3062178,0
Salt in My Soul,100,94,97,"['Documentary', 'Biography']",,1h 36m,2022,"['Mallory Smith', 'Diane Shader Smith', 'Will Battersby', 'Richard Abate', 'Peter Askin']",['Will Battersby'],132555,0,132555,0
Secret Headquarters,45,43,44,"['Kids & Family', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']",PG,1h 44m,2022,"['Owen Wilson', 'Walker Scobell', 'Jesse Williams', 'Keith L. Williams', 'Momona Tamada']","['Henry Joost', 'Ariel Schulman']",171339,0,171339,0
Emily the Criminal,94,79,89,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 37m,2022,"['Aubrey Plaza', 'Theo Rossi', 'Megalyn Echikunwoke', 'Jonathan Avigdori', 'Kim Yarbrough']",['John Patton Ford'],673151,101629,774780,0
Rescued by Ruby,100,88,95,['Drama'],,1h 30m,2022,"['Grant Gustin', 'Scott Wolf', 'Kaylah Zander', 'Camille Sullivan', 'Tom McBeath']",['Katt Shea Ruben'],132555,0,132555,0
Senior Year,23,52,32,['Comedy'],R,1h 52m,2022,"['Rebel Wilson', 'Zoe Chao', 'Sam Richardson', 'Mary Holland', 'Justin Hartley']",['Alex Hardcastle'],549185,0,549185,0
